case,group,Ncomp,Ntension,M,V,T,ratio
lateral X sensitivity,B-WO,399.2584658268461,0.0,23142.378516943874,1005.096898630737,3009.35806366877,0.36704151027769166
lateral X sensitivity,S3,5948.378715310181,0.0,43391.97840061014,728.1734276226886,2811.517275869118,0.30054030370931745
lateral X sensitivity,S1,99.22151249999993,0.0,0.0,0.0,0.0,0.000888942855189316
lateral X sensitivity,T-S,1854.823781498766,966.5626965228003,9422.505769956473,628.8096358883537,204.99667454129366,0.5253195619602785
lateral X sensitivity,N1,3520.152625422825,0.0,28799.53144993499,410.8505084888679,371.8820769379384,0.195637556313635
lateral X sensitivity,T-E,6933.0218585359635,6290.365258641732,24945.40322859376,2264.433865354606,61234.34725073965,0.5276449742126837
lateral X sensitivity,W2,5108.43849583256,0.0,32925.54524969027,278.8235291762952,450.58163599606587,0.23337733689242093
lateral X sensitivity,O3,0.0,183.96074336743914,24630.70432916736,880.9125409617905,1030.092000924489,0.33591235285735016
lateral X sensitivity,W3,1371.0838040947792,0.0,25635.35844436148,170.48613783750196,1.1668575315975322,0.1583541976871542
lateral X sensitivity,N2,9477.650540080382,0.0,55637.096814238575,970.9145432794919,352.5014781370823,0.40114224928732584
lateral X sensitivity,O2,0.0,432.3501051720232,160500.9695858639,5029.168706973842,366.91329965594576,0.4124634372782774
lateral X sensitivity,T-SO,8.812007255852222,114.10496355360374,43896.990774985905,1003.8326647513853,21809.959693143992,0.07423517843192272
lateral X sensitivity,T-N,4943.551723428641,4488.721131567843,10612.105904076125,2201.392741667638,1965.2886308468344,0.40092521317473684
lateral Y sensitivity,B3,149.99338156399608,0.0,93575.91761669784,1725.977677713672,18454.911686766747,0.09777078361192489
lateral Y sensitivity,W1,766.0972971002044,0.0,33790.32566661494,513.6972563872755,140.72044666660994,0.19940106763598026
lateral Y sensitivity,S2,0.0,474.12645743893694,56125.1360549809,884.4993846381183,24.20544230197926,0.32234621518729445
lateral Y sensitivity,W4,4472.913044589613,0.0,25483.316639977103,431.600969048845,1040.6849211902156,0.185277692383977
lateral Y sensitivity,B2,116.22624041861854,0.0,186012.1647979128,3453.004720274932,1632.6681934643047,0.1935885914335782
lateral Y sensitivity,T1,4564.938749626669,3862.933788474394,86438.82190898301,2866.3990063375772,1718.5063211676775,0.3976224880744039
lateral Y sensitivity,T-W,2519.9302186103887,4004.12925721792,106381.89860261435,5852.9537375204,29648.85309443086,0.8974139242992397
lateral Y sensitivity,B-WO,707.7864564496558,0.0,19317.028132782016,752.3321027387433,2324.747258601837,0.3889232648916438
lateral Y sensitivity,S3,6799.976544214595,0.0,54640.88787034996,842.1687399361641,312.0849201256626,0.3722662676077513
lateral Y sensitivity,S1,99.22151249999993,0.0,0.0,0.0,0.0,0.000888942855189316
lateral Y sensitivity,T-S,567.3990972679521,574.7620458324236,3790.655892375999,263.88280193238927,216.7887432574049,0.19759726738849287
lateral Y sensitivity,N1,3766.5929956716095,0.0,19832.128285145514,113.8636942253621,4828.973957185803,0.1467491442914519
lateral Y sensitivity,T-E,4301.833434030228,7172.27985227917,51734.35957350606,2826.3469275658167,28253.439737882447,0.4063145667256452
lateral Y sensitivity,W2,5257.134456408173,0.0,52157.1969860012,626.9593271106571,1328.5202715473208,0.3435014197151962
lateral Y sensitivity,O3,412.3809764601174,0.0,33701.158000890064,1838.6757622923215,3272.016585878255,0.4617910387358236
lateral Y sensitivity,W3,2173.8657238204455,0.0,45788.22308749544,586.2174538244508,1075.4202223395478,0.27958742721764224
lateral Y sensitivity,N2,9863.641054631706,0.0,58715.044621896945,897.8558977456509,36.042287102555754,0.4221385698497707
lateral Y sensitivity,O2,373.64894959237427,0.0,149913.2096235863,5132.026612306996,9483.235920348921,0.38517491441301105
lateral Y sensitivity,T-SO,154.4159513846971,0.0,43371.13373898681,1004.2542937540142,13346.366425897628,0.07306992814880968
lateral Y sensitivity,T-N,5846.149290302442,4872.22271013257,43639.74835312819,7323.133096872587,18675.061787046754,1.6193083586961132
