case,group,Ncomp,Ntension,M,V,T,ratio
service storage bands,S2,4987.511582890061,0.0,14449.118739569149,288.76070497678126,56.02685316292601,0.1609281760578486
service storage bands,W1,2415.410866437891,0.0,25495.523463573056,301.56377309182324,133.86339842469366,0.20932453462815825
service full125,T1,10603.184422232816,9783.539443685031,209002.599623675,6866.964600651799,1387.025341784209,1.0847249365073783
service full125,N2,18730.170082069333,0.0,45341.89413462636,569.8391207800435,703.7635993359761,0.5398241263597293
service full125,B-WO,19.479316899727564,346.2696553412825,57272.44143520159,2448.8771739691674,4998.391943086869,0.7770021359509349
service full125,S1,76.5492750000001,0.0,0.0,0.0,0.0,0.0008853344261536987
service full125,T-N,9278.086085568233,8598.921538912982,86220.96470259293,4403.196127630624,21719.5168256551,0.6161391732419996
service full125,W3,2095.603526231143,0.0,33798.25711158775,384.80163377962475,737.6785992016535,0.26495221537035557
service full125,O2,1072.482369786594,0.0,322751.1426168948,12750.377079915223,2302.777619349619,0.546541780823819
service full125,B3,89.50660350191174,0.0,136208.20502865472,3923.31840768485,14541.726319307001,0.229922254141098
service full125,W2,12630.570121396097,0.0,89669.59546105692,1123.6146266053283,404.24622656897304,0.7860184606443463
service full125,N1,9458.293681613917,0.0,11595.041765271966,166.07705444116763,1088.9376711397595,0.19145471610003542
service full125,O3,296.4244112477463,0.0,25457.277231387598,1362.1131489830636,600.4932184593717,0.8889151759169621
service full125,B2,0.0,508.1291139785899,425654.61548628355,9090.376768311005,10533.720890273486,0.4432979599874555
service full125,T-S,929.8249070560851,822.0982667632343,5730.317192564022,256.42761065396485,289.06744479041026,0.26299908062138466
service full125,W4,6420.475913704102,0.0,6893.503451960276,46.474035611963934,438.194842313265,0.12351323385976506
service full125,T-E,11631.382054456786,13923.588902379954,43147.39489376156,4596.501420365967,158306.88617678575,0.739007581053714
service full125,T-W,5176.055613701154,5346.4432818438945,169444.57582540342,7028.269052418914,124767.3732328658,0.6121012064938184
service full125,S3,10736.14084340402,0.0,19042.214116786028,324.65266677181313,70.34986933859454,0.2594468135534108
service full125,T-SO,14.74441142193973,21.924234705977142,95037.0761005759,2405.716494685183,57222.22897954552,0.12862179756382533
service full125,S2,5883.930421873562,0.0,18306.887182879196,362.6254006669669,45.416107771473015,0.19886108611995398
service full125,W1,2849.687635557667,0.0,30362.370945122428,353.9859991469744,156.5349156053672,0.24912280024051717
service patch1000,T1,5097.500420762681,5407.830926377549,142126.79258544653,4249.896132907624,1142.3342154027953,0.6411834521959926
service patch1000,N2,11504.106135381518,0.0,22437.850271644656,290.1053052192303,449.5355669727179,0.29259196351668365
service patch1000,B-WO,19.617999891052023,272.45526414903,43769.96640200545,1899.4124958229713,3299.276967844836,0.5952242377055125
service patch1000,S1,76.5492750000001,0.0,0.0,0.0,0.0,0.0008853344261536987
service patch1000,T-N,5060.260847793598,4671.900339753716,39742.118264199205,2590.198285959509,11824.192044854477,0.2844188426582295
service patch1000,W3,1546.4438554773294,0.0,21923.860559942317,240.41255171463362,452.2241590027112,0.17375346116036236
service patch1000,O2,698.6048286235891,0.0,222293.9150811661,8734.55546108042,1154.1267851800164,0.3763099133077703
service patch1000,B3,49.95642381219659,0.0,56300.73978100243,1616.649090162437,8736.23582212988,0.09512592644098693
service patch1000,W2,8676.912321614098,0.0,58207.66455474172,731.6598136967256,268.1788078786811,0.5154838692077166
service patch1000,N1,5541.5181057152295,0.0,7294.712712245282,113.73324577455149,658.8609424153423,0.11542744421297822
service patch1000,O3,171.34589747802238,0.0,15386.54470831127,884.783431148143,430.22146973923685,0.5370984409177003
service patch1000,B2,0.0,227.8389337529661,212781.58899725822,4137.314989108528,6754.01524411073,0.22153497593591726
service patch1000,T-S,764.1169497778756,594.7672885706415,4575.3884574341355,204.48409935232388,194.82915978324033,0.21018302746845582
service patch1000,W4,3956.116302039332,0.0,5659.098347024548,33.48748077261078,279.22765706539127,0.08619123144475113
service patch1000,T-E,7646.073921417005,8356.991580631402,29444.069061891347,2019.2147810254162,69240.20593484104,0.3233402051655063
service patch1000,T-W,4011.915790283823,2735.4955399527767,89127.57085222562,3885.3092465907894,52089.382688312144,0.3163928221015313
service patch1000,S3,7516.613602640779,0.0,13381.704761426952,222.7493377924805,42.729899510876756,0.18255152103127947
service patch1000,T-SO,0.0,16.058417338412255,69945.7696204137,1856.314270963112,43740.38535093236,0.09845175487560834
service patch1000,S2,4599.767444766237,0.0,13253.714875177555,259.04574761299295,21.31933902414675,0.14790205242996252
service patch1000,W1,2239.722582899603,0.0,23677.43571802583,285.9980889539572,93.0926713211587,0.1943016224197428
strength floor,T1,8098.482041502455,8374.607892055074,187783.0292899081,6220.488072707794,1154.4355044667789,0.8586341244870296
strength floor,N2,18987.73743183186,0.0,49492.38430699393,616.9162905606047,694.6199107596241,0.5723025916378266
strength floor,B-WO,30.193262094224337,306.190479844925,50758.025920675325,2168.4665154836944,4574.004628457409,0.6878175570637002
strength floor,S1,91.8591300000001,0.0,0.0,0.0,0.0,0.0010624013113844383
strength floor,T-N,10092.529198617687,9352.020688523247,97684.51318428922,4415.856698479615,20416.318264415117,0.6980237499333748
