case,point,solver_node,kind,adjacent_members,x_east_in,y_north_in,z_up_in,FX_lb,FY_lb,FZ_lb,MX_lb_in,MY_lb_in,MZ_lb_in
service_patches,TS-P006,N312,interior_applied_load,,-31.0,0.0,151.373,-2.0484983639934562e-08,-2.3675862452177916,4.717762300265882e-08,1.3079282329409025e-07,6.750882027949071e-13,-1.3041258045687343e-08
service_patches,TS-P007,N556,interior_applied_load,,-31.0,0.0,153.373,1.1954753695438767e-08,-8.965190979122918,-6.34959610309239e-08,9.926320922597548e-08,5.636532870002232e-09,4.5424195691181045e-08
service_patches,TS-P008,N92,interior_applied_load,,-21.323,0.0,115.0,3.067887435945226e-13,-30.22577525312514,-7.350418304544169e-13,-3.253519653644553e-13,-1.168107296145251e-11,3.738642426439287e-11
service_patches,TS-P009,N331,interior_applied_load,,-10.146,-0.0,134.187,1.934734303597481e-13,-7.922719485491201,3.688795893437011e-14,5.178785770220767e-13,-3.482105902073979e-13,-4.777431065542412e-13
service_patches,TS-P010,N93,interior_applied_load,,-3.528,0.0,115.0,-9.438333679964575e-12,-6.723893202284795,8.842837829927997e-12,-1.5288348318852083e-13,6.403082370993086e-11,-2.6345193177464525e-10
service_patches,TS-P011,N557,interior_applied_load,,-3.528,0.0,153.373,-4.0665711768459577e-13,-13.132911487196004,-1.7747963103305902e-13,-1.0266428369651605e-13,-1.871580079726923e-12,3.755659392724604e-12
service_patches,TS-P012,N94,interior_applied_load,,0.031,0.0,115.0,1.0637939285860126e-11,-26.058054791896772,1.7756018997897434e-11,1.6192232660687802e-13,8.488348084164316e-12,-1.930839407772827e-10
service_patches,TS-P013,N95,interior_applied_load,,10.708,0.0,115.0,1.7296231669128304e-09,-6.723893204947995,-1.9433359366161085e-08,-3.420003591436682e-08,1.4493410266798393e-11,2.5943785175730483e-09
service_patches,TS-P014,N313,interior_applied_load,,10.708,0.0,117.5,1.5694855044677996e-08,-2.367586241992675,3.3649732579098414e-08,-4.5500941736234516e-09,4.391954564563598e-11,-1.661105863400128e-08
service_patches,TS-P015,N314,interior_applied_load,,10.708,0.0,134.437,5.671643117463945e-14,-4.735172485303646,-1.9155324560083733e-14,3.169071462906943e-13,7.704011660481933e-17,-1.0121921346272365e-13
service_patches,TS-P016,N315,interior_applied_load,,10.708,0.0,151.373,3.421980102752409e-08,-2.3675862452293246,1.603832069929645e-08,3.180219215748181e-08,1.5301072865933675e-11,-4.663953655226205e-08
service_patches,TS-P017,N332,interior_applied_load,,10.708,-0.0,153.373,-2.640396243281453e-08,-16.939627152589438,-1.2485640134941257e-07,-2.540375630680988e-08,-9.621748244516388e-11,-2.7123890697914038e-08
service_patches,TS-P018,N96,interior_applied_load,,21.385,0.0,115.0,6.3585722552055115e-12,-26.058054738048483,4.693960236840746e-11,-1.2415793257824968e-14,6.788286290409506e-12,-6.557120043533718e-11
service_patches,TS-P019,N97,interior_applied_load,,24.944,0.0,115.0,-8.066636889894211e-13,-6.723893282984998,2.489991782255874e-12,1.2498987688317379e-13,-4.7655014517593086e-11,1.2769532413518406e-10
service_patches,TS-P020,N558,interior_applied_load,,24.944,0.0,153.373,1.3949502931088274e-12,-13.447786404538567,-6.547321644098753e-13,-1.864703769223712e-12,-6.464424801378844e-12,2.143737288978053e-11
service_patches,TS-P021,N333,interior_applied_load,,32.062,0.0,134.187,-3.4569098045016223e-12,-8.02615288109615,-1.1877637752313203e-13,4.80449065449595e-12,-1.4400261654823475e-12,-7.018661060066112e-13
service_patches,TS-P022,N98,interior_applied_load,,42.74,0.0,115.0,3.3218402005363964e-12,-30.540650224263477,-6.749635392852537e-13,-1.0006613208233997e-13,-3.356024925172089e-11,-9.403208470780303e-11
service_patches,TS-P023,N99,interior_applied_load,,53.417,0.0,115.0,-3.114565769887997e-08,-14.750046059952835,3.670549831060207e-08,5.603537932359008e-08,-8.875265101641538e-11,3.488330732615628e-08
service_patches,TS-P024,N316,interior_applied_load,,53.417,0.0,117.5,-7.277613872547828e-08,-2.367586242463419,-4.759142565863158e-08,2.1621387435211725e-08,7.608292750216857e-11,-3.1550351493462096e-08
service_patches,TS-P025,N317,interior_applied_load,,53.417,0.0,134.437,-1.3362155461357272e-14,-4.735172485302368,-7.784299022016721e-14,4.993179115081219e-14,3.628840830958676e-15,-1.2676342011923553e-12
service_patches,TS-P026,N318,interior_applied_load,,53.417,0.0,151.373,1.686802269564025e-08,-2.3675862457464474,-4.269560999192734e-08,-2.722197656179759e-08,1.260666715430494e-10,1.615105727284516e-08
service_patches,TS-P027,N559,interior_applied_load,,53.417,0.0,153.373,1.95954588587215e-08,-17.930381916191664,2.1394427230457622e-07,-1.3610165374280019e-08,6.25399069552237e-11,3.8950998062028694e-08
service_patches,TS-P028,N100,interior_applied_load,,64.094,0.0,115.0,-1.4319004741318319e-11,-30.540650251160493,-6.69482910339937e-13,-3.689381620132963e-12,2.2264601704375237e-13,9.305382312369972e-12
service_patches,TS-P029,N334,interior_applied_load,,74.771,0.0,134.187,2.2992699553564025e-12,-8.026152881102968,-3.689034560082845e-13,1.7159534738972371e-12,-2.7559801068560407e-12,-1.7917773644618238e-12
service_patches,TS-P030,N101,interior_applied_load,,81.889,0.0,115.0,2.321640418360542e-12,-6.723893202255704,-1.724641893686982e-13,-4.935508813259075e-13,-1.1696631020696732e-12,-3.1822416582535735e-11
service_patches,TS-P031,N560,interior_applied_load,,81.889,0.0,153.373,-3.2817334375587653e-12,-13.447786458335296,2.2224061959319377e-12,1.3072957705911147e-11,-5.843937247705823e-12,6.858540289631222e-11
service_patches,TS-P032,N102,interior_applied_load,,85.448,0.0,115.0,-1.708948746770298e-12,-26.058054765108732,-8.00937245508826e-12,3.528393047236847e-13,7.440175168494028e-11,-1.9954304449240828e-10
